Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1871.01,4.44,0.26,0.40,12.46,1871.04,5.32,91.37,5.35,8.23,NA
1871.02,4.50,0.26,0.40,12.84,1871.13,5.32,89.86,5.19,7.99,NA
1871.03,4.61,0.26,0.40,13.03,1871.21,5.33,90.71,5.12,7.87,NA
1871.04,4.74,0.26,0.40,12.56,1871.29,5.33,96.81,5.31,8.17,NA
1871.05,4.86,0.26,0.40,12.27,1871.38,5.33,101.57,5.43,8.36,NA
1871.06,4.82,0.26,0.40,12.08,1871.46,5.34,102.32,5.52,8.49,NA
1871.07,4.73,0.26,0.40,12.08,1871.54,5.34,100.41,5.52,8.49,NA
1871.08,4.79,0.26,0.40,11.89,1871.63,5.34,103.31,5.61,8.63,NA
1871.09,4.84,0.26,0.40,12.18,1871.71,5.35,101.94,5.48,8.42,NA
1871.1,4.59,0.26,0.40,12.37,1871.79,5.35,95.19,5.39,8.30,NA
1871.11,4.64,0.26,0.40,12.37,1871.88,5.35,96.22,5.39,8.30,NA
1871.12,4.74,0.26,0.40,12.65,1871.96,5.36,96.08,5.27,8.11,NA
1872.01,4.86,0.26,0.40,12.65,1872.04,5.36,98.51,5.34,8.16,NA
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,98.92,5.41,8.21,NA
1872.03,5.04,0.27,0.41,12.84,1872.21,5.40,100.65,5.39,8.14,NA
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,101.19,5.34,8.01,NA
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,101.19,5.41,8.06,NA
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,100.95,5.51,8.17,NA
1872.07,5.10,0.28,0.42,12.84,1872.54,5.47,101.84,5.66,8.34,NA
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,99.91,5.68,8.33,NA
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,97.41,5.71,8.31,NA
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,99.99,5.90,8.55,NA
1872.11,4.95,0.30,0.43,13.13,1872.88,5.54,96.70,5.80,8.35,NA
1872.12,5.07,0.30,0.43,12.94,1872.96,5.56,100.50,5.95,8.52,NA
1873.01,5.11,0.30,0.43,12.94,1873.04,5.58,101.29,6.00,8.57,NA
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,99.88,5.92,8.44,NA
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,99.11,5.96,8.49,NA
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,97.75,6.01,8.53,NA
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,100.10,6.19,8.77,NA
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,101.71,6.43,9.09,NA
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,101.50,6.48,9.14,NA
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,101.50,6.54,9.19,NA
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,93.74,6.59,9.24,NA
1873.1,4.19,0.33,0.46,12.27,1873.79,5.50,87.56,6.79,9.51,NA
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,87.13,7.06,9.87,NA
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,93.09,6.95,9.69,NA
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,96.64,6.84,9.54,NA
1874.02,4.80,0.33,0.46,12.37,1874.13,5.44,99.54,6.84,9.54,NA
1874.03,4.73,0.33,0.46,12.37,1874.21,5.40,98.09,6.84,9.54,NA
1874.04,4.60,0.33,0.46,12.18,1874.29,5.37,96.88,6.95,9.69,NA
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,95.10,7.01,9.76,NA
1874.06,4.46,0.33,0.46,11.80,1874.46,5.30,96.96,7.17,10.00,NA
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,96.19,7.12,9.92,NA
1874.08,4.47,0.33,0.46,11.80,1874.63,5.24,97.18,7.17,10.00,NA
1874.09,4.54,0.33,0.46,11.80,1874.71,5.20,98.70,7.17,10.00,NA
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,100.10,7.29,10.16,NA
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,101.82,7.35,10.25,NA
1874.12,4.54,0.33,0.46,11.51,1874.96,5.10,101.15,7.35,10.25,NA
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,101.15,7.30,10.06,NA
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,100.93,7.24,9.88,NA
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,102.26,7.19,9.69,NA
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,102.75,7.07,9.43,NA
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,101.27,7.19,9.48,NA
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,100.92,7.26,9.45,NA
1875.07,4.39,0.31,0.40,11.13,1875.54,4.83,101.15,7.20,9.26,NA
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,100.75,7.08,8.99,NA
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,100.69,7.09,8.87,NA
1875.1,4.30,0.31,0.38,11.13,1875.79,4.71,99.08,7.03,8.68,NA
1875.11,4.37,0.30,0.37,11.04,1875.88,4.67,101.56,7.03,8.56,NA
1875.12,4.37,0.30,0.36,10.94,1875.96,4.63,102.44,7.03,8.44,NA
1876.01,4.46,0.30,0.35,10.85,1876.04,4.59,105.47,7.09,8.35,NA
1876.02,4.52,0.30,0.35,10.85,1876.13,4.58,106.89,7.09,8.20,NA
1876.03,4.51,0.30,0.34,10.85,1876.21,4.57,106.65,7.09,8.04,NA
1876.04,4.34,0.30,0.33,10.75,1876.29,4.56,103.54,7.16,7.95,NA
1876.05,4.18,0.30,0.33,10.37,1876.38,4.54,103.38,7.42,8.08,NA
1876.06,4.15,0.30,0.32,10.09,1876.46,4.53,105.55,7.63,8.14,NA
1876.07,4.10,0.30,0.31,10.09,1876.54,4.52,104.27,7.63,7.97,NA
1876.08,3.93,0.30,0.31,10.18,1876.62,4.51,99.02,7.56,7.73,NA
1876.09,3.69,0.30,0.30,10.28,1876.71,4.50,92.11,7.49,7.49,NA
1876.1,3.67,0.30,0.29,10.47,1876.79,4.49,89.94,7.35,7.19,NA
1876.11,3.60,0.30,0.29,10.56,1876.87,4.47,87.43,7.29,6.96,NA
1876.12,3.58,0.30,0.28,10.75,1876.96,4.46,85.41,7.16,6.68,NA
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,83.22,6.82,6.60,NA
1877.02,3.34,0.28,0.28,10.66,1877.12,4.44,80.39,6.78,6.82,NA
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,79.87,6.87,7.18,NA
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,72.05,6.45,7.03,NA
1877.05,2.94,0.25,0.29,10.66,1877.37,4.41,70.77,6.12,6.94,NA
1877.06,2.73,0.25,0.29,10.09,1877.46,4.40,69.43,6.23,7.38,NA
1877.07,2.85,0.24,0.29,10.18,1877.54,4.40,71.81,5.94,7.35,NA
1877.08,3.05,0.23,0.29,9.80,1877.62,4.39,79.83,5.93,7.68,NA
1877.09,3.24,0.22,0.30,9.70,1877.71,4.38,85.63,5.75,7.80,NA
1877.1,3.31,0.21,0.30,9.70,1877.79,4.37,87.48,5.51,7.84,NA
1877.11,3.26,0.20,0.30,9.51,1877.87,4.36,87.89,5.37,8.04,NA
1877.12,3.25,0.19,0.30,9.51,1877.96,4.35,87.62,5.12,8.09,NA
1878.01,3.25,0.19,0.30,9.23,1878.04,4.34,90.33,5.26,8.36,NA
1878.02,3.18,0.19,0.30,9.13,1878.12,4.33,89.30,5.29,8.47,NA
1878.03,3.24,0.19,0.30,8.94,1878.21,4.32,92.92,5.38,8.68,NA
1878.04,3.33,0.19,0.30,8.85,1878.29,4.31,96.53,5.41,8.79,NA
1878.05,3.34,0.19,0.30,8.56,1878.37,4.30,100.05,5.57,9.11,NA
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,104.46,5.67,9.34,NA
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,105.41,5.58,9.26,NA
1878.08,3.45,0.18,0.31,8.56,1878.62,4.27,103.34,5.49,9.19,NA
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,105.44,5.47,9.21,NA
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,105.41,5.50,9.34,NA
1878.11,3.47,0.18,0.31,8.37,1878.87,4.24,106.30,5.54,9.47,NA
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,108.15,5.64,9.72,NA
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,110.93,5.63,9.79,NA
1879.02,3.71,0.18,0.32,8.37,1879.12,4.20,113.65,5.62,9.86,NA
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,113.10,5.73,10.15,NA
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,118.18,5.85,10.45,NA
1879.05,3.94,0.19,0.34,8.18,1879.37,4.15,123.51,5.90,10.63,NA
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,125.60,6.03,10.94,NA
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,126.64,6.01,11.00,NA
1879.08,4.07,0.19,0.36,8.18,1879.62,4.10,127.58,6.06,11.18,NA
1879.09,4.22,0.20,0.36,8.47,1879.71,4.09,127.83,5.91,10.98,NA
1879.1,4.68,0.20,0.37,8.94,1879.79,4.07,134.22,5.64,10.56,NA
1879.11,4.93,0.20,0.37,9.42,1879.87,4.05,134.25,5.40,10.19,NA
1879.12,4.92,0.20,0.38,9.70,1879.96,4.04,130.04,5.29,10.04,NA
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,131.20,5.26,9.99,NA
1880.02,5.20,0.21,0.40,9.99,1880.12,3.99,133.51,5.39,10.23,NA
1880.03,5.30,0.22,0.41,10.09,1880.21,3.97,134.79,5.47,10.36,NA
1880.04,5.18,0.22,0.42,9.70,1880.29,3.94,136.91,5.81,11.01,NA
1880.05,4.77,0.23,0.43,9.42,1880.37,3.91,129.89,6.13,11.59,NA
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,133.13,6.39,12.09,NA
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,139.24,6.53,12.35,NA
1880.08,5.19,0.24,0.45,9.23,1880.62,3.83,144.24,6.67,12.60,NA
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,142.50,6.74,12.72,NA
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,146.62,6.88,12.98,NA
1880.11,5.61,0.26,0.48,9.42,1880.87,3.75,152.77,6.94,13.09,NA
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,157.44,7.01,13.21,NA
1881.01,6.19,0.27,0.49,9.42,1881.04,3.70,168.56,7.22,13.23,18.47
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,166.33,7.28,12.99,18.15
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,168.22,7.41,12.87,18.27
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,166.02,7.47,12.63,17.95
1881.05,6.50,0.29,0.47,9.51,1881.37,3.67,175.23,7.68,12.65,18.87
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,177.39,7.82,12.54,19.03
1881.07,6.35,0.30,0.46,9.61,1881.54,3.66,169.49,7.87,12.30,18.12
1881.08,6.20,0.30,0.46,9.80,1881.62,3.65,162.28,7.85,11.95,17.29
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,157.47,7.68,11.40,16.72
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,153.51,7.74,11.19,16.26
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,155.96,7.94,11.19,16.48
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,151.42,8.06,11.09,15.96
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,149.15,8.06,11.07,15.68
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,144.53,7.99,10.94,15.15
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,144.28,7.99,10.92,15.09
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,142.95,7.91,10.80,14.92
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,139.94,7.84,10.68,14.57
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,137.95,7.77,10.56,14.33
1882.07,6.00,0.32,0.43,10.47,1882.54,3.63,147.05,7.84,10.64,15.24
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,150.09,7.77,10.52,15.53
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,155.76,7.99,10.80,16.08
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,152.93,8.06,10.88,15.76
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,147.76,8.14,10.96,15.19
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,149.94,8.22,11.04,15.38
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,149.17,8.24,10.98,15.27
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,144.46,8.18,10.81,14.76
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,147.63,8.28,10.85,15.05
1883.04,5.87,0.32,0.42,9.90,1883.29,3.63,152.16,8.38,10.89,15.48
1883.05,5.77,0.32,0.42,9.80,1883.37,3.63,151.02,8.49,10.93,15.34
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,156.90,8.76,11.19,15.90
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,157.63,8.96,11.35,15.95
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,150.47,8.99,11.28,15.20
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,153.69,9.10,11.33,15.49
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,149.52,9.12,11.26,15.05
1883.11,5.46,0.33,0.40,9.13,1883.87,3.62,153.33,9.24,11.30,15.41
1883.12,5.34,0.33,0.40,9.23,1883.96,3.62,148.41,9.17,11.12,14.90
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,143.97,9.12,10.91,14.43
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,147.86,9.08,10.70,14.81
1884.03,5.30,0.33,0.38,9.23,1884.21,3.60,147.30,9.03,10.49,14.74
1884.04,5.06,0.32,0.37,9.04,1884.29,3.60,143.59,9.17,10.50,14.35
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,134.79,9.33,10.51,13.47
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,129.29,9.28,10.29,12.91
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,130.69,9.33,10.18,13.04
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,138.90,9.28,9.96,13.86
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,135.98,9.33,9.85,13.57
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,133.00,9.38,9.74,13.27
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,133.26,9.55,9.73,13.30
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,134.48,9.61,9.61,13.43
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,131.38,9.43,9.50,13.13
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,133.87,9.14,9.29,13.38
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,137.30,9.17,9.40,13.73
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,135.41,8.88,9.19,13.55
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,137.01,8.91,9.30,13.71
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,139.67,8.93,9.42,13.98
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,143.14,8.64,9.20,14.33
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,151.16,8.45,9.09,15.13
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,151.03,8.36,9.09,15.12
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,159.80,8.18,8.99,15.99
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,168.17,7.89,8.77,16.82
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,163.01,7.52,8.46,16.30
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,166.89,7.65,8.83,16.69
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,170.10,7.60,8.99,17.01
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,168.57,7.63,9.26,16.84
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,168.33,7.67,9.53,16.80
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,169.17,7.81,9.94,16.86
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,179.16,7.85,10.24,17.83
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,179.61,7.69,10.28,17.85
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,178.73,7.55,10.32,17.72
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,183.39,7.49,10.48,18.15
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,188.05,7.43,10.65,18.56
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,192.70,7.38,10.82,18.97
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,185.42,7.23,10.85,18.19
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,179.08,7.14,10.67,17.51
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,175.71,7.14,10.62,17.13
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,179.83,7.22,10.70,17.47
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,183.95,7.29,10.78,17.82
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,187.12,7.37,10.86,18.08
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,183.90,7.54,11.07,17.71
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,181.56,7.71,11.29,17.43
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,174.91,7.70,11.23,16.74
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,174.74,7.88,11.45,16.68
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,166.89,7.86,11.39,15.88
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,168.10,7.85,11.34,15.95
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,163.30,7.75,11.16,15.46
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,162.67,7.61,10.77,15.36
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,163.61,7.64,10.64,15.42
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,157.41,7.59,10.38,14.81
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,159.87,7.63,10.24,15.02
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,163.97,7.67,10.10,15.39
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,160.79,7.70,9.95,15.08
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,163.02,7.56,9.57,15.28
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,166.51,7.51,9.30,15.60
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,170.63,7.45,9.04,15.99
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,167.71,7.31,8.67,15.72
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,162.37,7.18,8.31,15.22
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,159.27,7.13,8.06,14.95
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,168.17,7.36,8.45,15.80
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,172.15,7.42,8.66,16.19
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,170.63,7.48,8.88,16.07
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,170.30,7.45,8.99,16.05
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,179.28,7.61,9.32,16.92
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,182.31,7.58,9.44,17.22
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,178.60,7.56,9.55,16.89
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,180.96,7.52,9.66,17.13
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,183.05,7.41,9.65,17.35
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,179.72,7.38,9.76,17.05
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,178.06,7.35,9.87,16.91
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,174.90,7.23,9.86,16.61
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,181.30,7.41,10.08,17.22
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,179.28,7.41,10.05,17.03
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,177.93,7.41,10.03,16.90
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,181.63,7.41,10.00,17.26
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,187.05,7.32,9.84,17.79
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,185.72,7.32,9.82,17.68
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,184.38,7.32,9.79,17.59
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,173.63,7.06,9.41,16.60
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,168.73,6.98,9.28,16.17
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,161.12,6.98,9.25,15.48
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,152.98,7.15,9.45,14.75
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,149.41,7.15,9.42,14.44
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,159.12,7.23,9.67,15.43
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,159.15,7.15,9.69,15.48
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,154.37,7.06,9.71,15.05
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,157.63,6.98,9.73,15.41
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,158.86,7.06,9.97,15.57
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,159.45,7.23,10.36,15.66
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,158.76,7.32,10.62,15.62
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,164.08,7.32,10.76,16.16
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,179.61,7.41,11.04,17.71
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,179.61,7.41,11.18,17.72
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,179.16,7.51,11.46,17.67
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,184.62,7.51,11.60,18.21
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,192.91,7.76,11.99,19.02
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,193.26,7.82,12.08,19.04
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,200.57,8.09,12.49,19.74
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,202.92,8.26,12.75,19.94
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,202.92,8.32,12.84,19.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,201.83,8.38,12.93,19.77
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,196.51,8.22,12.68,19.21
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,196.76,8.17,12.60,19.20
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,191.86,8.23,12.69,18.69
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,195.71,8.29,12.78,19.04
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,190.08,8.13,12.54,18.46
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,185.68,8.09,12.47,18.01
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,182.21,7.82,11.72,17.66
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,176.84,7.76,11.29,17.13
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,174.57,7.97,11.26,16.90
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,176.73,8.10,11.09,17.10
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,163.10,8.23,10.93,15.78
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,159.33,8.47,10.89,15.42
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,148.27,8.72,10.85,14.35
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,150.67,9.11,10.96,14.59
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,155.01,8.78,10.20,15.01
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,157.55,8.69,9.74,15.27
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,164.27,8.96,9.68,15.94
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,160.66,9.11,9.47,15.61
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,161.75,9.24,9.42,15.74
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,166.31,9.24,9.24,16.20
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,176.21,9.38,9.18,17.19
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,178.55,9.25,8.86,17.43
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,171.91,9.12,8.53,16.81
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,169.57,8.99,8.20,16.61
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,166.05,8.86,7.88,16.29
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,167.45,8.48,7.34,16.46
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,167.74,8.24,6.93,16.52
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,167.14,8.35,6.81,16.50
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,167.14,8.21,6.48,16.54
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,168.00,8.20,6.25,16.67
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,166.05,8.14,6.54,16.52
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,163.71,8.08,6.84,16.33
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,163.71,8.01,7.13,16.36
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,163.62,7.61,7.11,16.39
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,170.25,7.45,7.29,17.08
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,171.22,7.29,7.47,17.21
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,174.31,7.32,7.85,17.55
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,179.35,7.36,8.24,18.07
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,180.47,7.30,8.52,18.20
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,177.85,7.24,8.80,17.94
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,171.86,7.18,9.08,17.34
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,164.03,7.21,9.49,16.55
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,164.45,7.29,9.50,16.58
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,173.86,7.36,9.51,17.52
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,171.13,7.33,9.38,17.23
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,175.23,7.40,9.38,17.64
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,177.04,7.48,9.39,17.83
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,176.46,7.56,9.39,17.78
